PID,TtlVal_AsrYr,GLA,total_returns,adj_gross_inc,agi_per_ret,perc_business_ret,perc_farm_ret,perc_umemp_ret,perc_ssn_benefits,perc_student_loans,perc_child_credits,Perc_earned_inc_tax
909176150,149000.0,856.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
905476230,174100.0,1049.0,11300.0,872772.0,77236.46017699114,0.02042686978958995,0.01327433628318584,0.13185840707964602,0.036921441109476476,0.11150442477876106,0.006292594171215392,0.0017347027631500552
911128020,164300.0,1001.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
535377150,124400.0,1039.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
534177230,257100.0,1665.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
908128060,214800.0,1922.0,11300.0,872772.0,77236.46017699114,0.02042686978958995,0.01327433628318584,0.13185840707964602,0.036921441109476476,0.11150442477876106,0.006292594171215392,0.0017347027631500552
902135020,139300.0,936.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
528228540,225500.0,1246.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
923426010,164800.0,889.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
908186050,221337.4450219912,1502.1960784313726,12778.27130852341,958114.5930372148,75180.30906227411,0.021022168940464173,0.014219677317790686,0.13487900668165043,0.04654103143541849,0.1080494746566422,0.006514528635117242,0.0020665442572446865
528186170,275000.0,1342.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
923426070,185400.0,1274.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
902204080,194900.0,1966.0,2220.0,188925.0,85101.35135135136,0.021929337038507343,0.03153153153153153,0.13963963963963963,0.032055048299589786,0.13513513513513514,0.012528781262405716,0.0018155352653169247
535105100,200100.0,1394.0,14610.0,1008917.0,69056.60506502396,0.02674650144660066,0.013689253935660506,0.17727583846680356,0.03984866941482798,0.09582477754962354,0.006120424177608267,0.003872469192213036
907405020,267800.0,1536.0,11300.0,872772.0,77236.46017699114,0.02042686978958995,0.01327433628318584,0.13185840707964602,0.036921441109476476,0.11150442477876106,0.006292594171215392,0.0017347027631500552
531382110,220400.0,1680.0,11300.0,872772.0,77236.46017699114,0.02042686978958995,0.01327433628318584,0.13185840707964602,0.036921441109476476,0.11150442477876106,0.006292594171215392,0.0017347027631500552
906380120,238600.0,1274.0,11300.0,872772.0,77236.46017699114,0.02042686978958995,0.01327433628318584,0.13185840707964602,0.036921441109476476,0.11150442477876106,0.006292594171215392,0.0017347027631500552
909101060,82300.0,864.0,11300.0,872772.0,77236.46017699114,0.02042686978958995,0.01327433628318584,0.13185840707964602,0.036921441109476476,0.11150442477876106,0.006292594171215392,0.0017347027631500552
534152050,272500.0,1610.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
923252075,164900.0,1091.0,11550.0,1409967.0,122075.06493506493,0.023001247546928404,0.006060606060606061,0.13852813852813853,0.024178580066058282,0.09437229437229437,0.006859735015074821,0.0013305275939082262
531376060,242900.0,1478.0,2380.0,149590.0,62852.94117647059,0.028357510528778662,0.07983193277310924,0.15966386554621848,0.05725650110301491,0.08403361344537816,0.008516612072999532,0.0053479510662477435
902201120,136800.0,789.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
923228080,109200.0,1092.0,14530.0,1349624.0,92885.34067446661,0.020193031540636504,0.008947006194081212,0.1548520302821748,0.030824881596652105,0.12732278045423262,0.008294161929544821,0.0016745404646034748
902326030,229300.0,2640.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
527451330,122700.0,1092.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
528218100,204700.0,1409.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
916386140,314000.0,1415.0,11300.0,872772.0,77236.46017699114,0.02042686978958995,0.01327433628318584,0.13185840707964602,0.036921441109476476,0.11150442477876106,0.006292594171215392,0.0017347027631500552
533221090,208300.0,1573.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
534128010,270900.0,2090.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
528106110,476500.0,2106.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
902206260,116400.0,886.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
528222090,222800.0,1322.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
528218150,270200.0,1324.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
903400180,241500.0,1848.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
535453210,172100.0,1269.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
916386010,278500.0,1346.0,11300.0,872772.0,77236.46017699114,0.02042686978958995,0.01327433628318584,0.13185840707964602,0.036921441109476476,0.11150442477876106,0.006292594171215392,0.0017347027631500552
907181090,246600.0,1787.0,11300.0,872772.0,77236.46017699114,0.02042686978958995,0.01327433628318584,0.13185840707964602,0.036921441109476476,0.11150442477876106,0.006292594171215392,0.0017347027631500552
902206020,104100.0,492.0,11300.0,872772.0,77236.46017699114,0.02042686978958995,0.01327433628318584,0.13185840707964602,0.036921441109476476,0.11150442477876106,0.006292594171215392,0.0017347027631500552
527327050,240500.0,2030.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
527455250,150400.0,988.0,14090.0,1036620.0,73571.32718239886,0.02130867627481623,0.0113555713271824,0.13413768630234207,0.05243773031583415,0.10716820440028389,0.006403503694700083,0.002165692346279254
528326110,376100.0,2179.0,11300.0,872772.0,77236.46017699114,0.02042686978958995,0.01327433628318584,0.13185840707964602,0.036921441109476476,0.11150442477876106,0.006292594171215392,0.0017347027631500552
